32,407,103,2
32,202,149,2
32,120,53,1
32,208,59,1
32,62,51,2
39,327,237,1
39,360,221,2
31,170,158,2
39,309,149,1
35,549,82,2
38,468,119,2
33,306,240,1
32,403,110,1
30,126,68,1
35,367,39,1
32,417,85,1
31,325,108,1
34,327,158,1
37,363,327,1
32,292,98,1
32,407,64,1
39,219,204,2
38,564,192,1
34,242,69,1
38,557,45,1
39,72,34,1
33,94,81,2
39,557,497,1
33,38,36,1
32,569,165,1
32,87,84,2
34,412,195,1
34,343,252,1
33,351,135,1
36,167,109,2
34,514,195,1
38,377,268,1
39,238,195,1
33,153,80,1
34,538,268,1
32,275,199,1
38,393,205,1
34,495,254,1
30,374,342,1
34,535,124,1
33,139,96,1
30,462,91,1
38,104,92,2
38,172,122,1
38,340,128,1
36,80,60,2
30,419,317,2
33,497,398,1
35,384,292,1
32,438,419,2
35,544,248,1
39,428,367,1
35,407,318,2
33,84,84,2
37,284,246,1
35,310,44,1
31,426,219,1
35,146,69,1
32,147,90,1
32,33,33,1
35,212,153,1
39,66,37,1
37,494,365,1
31,535,269,1
34,203,169,1
31,40,37,2
38,253,115,1
36,321,245,1
30,255,113,1
36,294,204,1
33,358,209,1
32,494,213,2
38,424,164,1
35,435,422,2
34,419,194,2
34,567,183,1
31,116,114,2
32,37,30,2
32,290,170,1
30,224,169,1
39,67,49,2
30,541,172,1
39,36,33,2
34,65,41,1
30,515,419,1
34,247,89,1
33,365,137,1
30,52,33,2
36,172,119,2
32,56,47,2
33,463,412,1
37,524,78,1
37,130,107,2
33,325,106,1
38,116,96,1
33,64,55,2
38,124,92,1
37,343,326,2
38,292,120,2
38,372,341,1
32,111,106,2
32,178,151,1
34,427,150,1
39,114,98,1
36,296,65,1
38,148,30,1
31,488,462,1
31,243,84,1
34,298,270,1
36,78,48,1
36,186,147,1
35,60,42,1
34,203,120,2
34,289,263,1
37,247,152,2
32,30,30,2
34,540,149,2
37,438,103,1
30,465,404,2
35,355,129,1
35,209,201,1
30,489,349,1
39,516,331,1
39,321,187,1
31,271,109,1
30,283,232,1
35,266,47,2
40,243,75,1
44,191,159,1
42,374,342,1
43,592,193,1
47,613,244,1
48,484,428,1
42,318,210,1
47,117,74,1
48,204,99,1
42,484,334,1
44,297,204,2
43,215,63,2
41,618,45,1
42,561,398,1
45,599,562,1
43,535,279,1
41,605,490,2
45,215,37,1
42,69,37,1
49,236,49,1
42,148,52,1
46,420,233,1
43,590,465,1
43,106,73,1
47,427,245,1
43,346,208,1
46,41,34,2
45,465,298,1
46,521,269,2
45,389,123,1
46,514,249,1
48,221,162,1
44,87,30,1
41,156,74,1
43,107,93,2
46,67,37,1
46,558,188,1
40,175,76,2
45,433,81,2
42,138,102,1
44,502,294,1
40,329,202,1
49,43,35,1
46,578,42,1
49,329,276,1
45,493,43,1
42,652,57,1
47,254,113,2
41,492,178,1
43,383,326,1
45,126,102,1
48,618,418,1
48,392,260,1
44,550,504,1
49,644,144,1
42,186,182,2
46,252,108,1
44,477,441,1
43,153,152,2
42,309,285,1
47,252,42,1
47,222,195,1
44,232,135,1
49,92,84,2
49,193,124,1
40,92,54,1
44,488,436,1
41,408,261,2
45,510,450,2
41,339,64,1
42,43,37,2
42,163,32,2
48,34,31,2
44,407,384,1
45,648,377,1
47,532,523,2
47,418,75,1
47,75,51,2
47,183,96,1
46,243,131,2
46,47,41,2
40,143,129,2
45,157,146,1
43,194,82,1
44,441,418,1
45,470,180,1
47,367,139,1
44,322,181,1
43,126,55,1
48,603,131,1
43,253,124,1
45,489,470,2
44,411,156,1
40,319,204,1
43,195,96,1
47,580,266,2
48,558,130,1
42,433,413,1
42,38,31,1
41,409,342,1
42,235,34,1
41,189,46,2
47,405,102,1
44,588,375,1
45,258,161,1
46,320,103,1
44,91,45,1
46,178,80,1
41,311,55,1
43,607,301,1
40,512,60,1
43,221,75,1
46,309,188,1
44,160,93,1
46,475,345,1
46,234,54,1
48,446,392,1
46,198,127,1
42,50,39,2
46,449,269,1
41,568,288,1
44,571,266,1
46,535,415,1
41,55,55,2
47,564,453,1
45,496,56,1
49,253,212,1
41,133,130,1
42,375,106,1
46,214,52,1
46,185,120,1
49,253,213,1
49,523,95,1
44,407,249,1
48,75,47,1
40,359,318,2
44,522,69,1
45,404,266,1
45,199,79,1
45,610,475,1
42,277,130,1
41,279,274,1
41,466,291,2
45,451,44,1
46,340,103,1
44,125,72,1
48,270,229,1
43,125,58,1
46,577,137,1
49,329,217,2
47,528,324,1
47,185,137,1
43,285,135,2
47,255,197,2
45,100,74,1
45,504,156,1
43,146,93,2
41,570,523,1
45,614,311,1
42,542,457,1
43,309,50,2
47,461,356,2
45,642,161,1
44,181,143,1
40,245,57,1
45,612,524,2
41,281,102,2
43,66,50,1
46,259,225,1
46,59,33,2
45,315,240,1
42,133,83,1
43,421,286,1
44,429,327,2
48,608,533,1
43,637,278,1
45,350,113,1
46,534,353,2
45,389,125,1
47,226,98,1
41,541,340,1
42,60,39,1
44,49,41,2
45,373,256,1
42,93,67,1
48,37,31,2
43,224,84,1
41,361,165,1
49,586,346,2
49,454,274,1
53,423,145,1
55,134,118,2
58,345,131,2
52,352,262,1
51,428,388,1
56,85,32,1
53,87,36,2
52,158,107,1
54,363,68,1
52,418,173,1
56,190,190,2
57,414,160,1
52,289,158,2
53,623,40,2
59,330,76,1
57,633,513,1
58,340,144,1
55,95,56,1
50,183,81,1
53,455,234,1
59,34,34,2
59,298,280,2
51,335,68,2
58,612,281,1
57,190,165,2
51,208,98,1
51,309,297,2
52,272,102,1
50,427,345,1
59,572,130,1
50,594,415,1
55,349,182,1
53,108,102,2
53,64,64,1
58,617,266,1
50,513,374,1
56,588,247,1
50,602,464,2
52,242,189,2
55,494,479,2
58,167,116,1
57,42,38,2
54,603,376,1
52,31,30,2
54,450,322,2
55,449,225,1
57,521,226,2
56,384,175,1
50,37,35,1
58,106,75,1
56,42,39,2
53,246,211,1
59,607,240,1
51,101,31,2
57,191,116,1
53,549,119,1
53,634,470,2
53,405,298,1
57,467,191,1
59,631,252,1
53,378,351,2
51,597,426,1
50,202,31,1
50,341,293,1
53,80,57,1
58,46,41,2
54,83,73,2
52,36,31,2
52,453,396,1
59,257,63,2
52,257,120,1
55,146,122,1
57,74,63,1
56,150,69,2
50,476,431,1
50,308,236,2
59,175,30,1
55,145,128,2
50,138,106,1
52,129,110,2
57,252,198,1
52,531,383,1
50,484,303,1
52,202,70,1
52,196,30,1
58,495,146,2
56,617,237,1
55,221,208,2
52,36,32,2
59,267,141,1
58,295,245,1
57,304,243,1
59,591,362,2
56,203,44,1
58,636,321,2
57,132,104,1
52,179,87,1
52,188,88,1
50,481,95,1
53,100,51,2
56,169,97,1
54,136,65,1
53,169,119,1
51,335,294,2
53,420,164,2
52,103,61,1
57,639,77,1
53,472,359,1
57,505,165,2
59,239,39,1
54,557,454,1
55,179,66,1
54,158,105,1
53,344,100,1
54,246,53,1
57,46,41,2
53,355,70,1
55,176,71,1
53,279,251,1
56,460,171,1
50,49,45,2
58,557,483,1
57,505,57,1
58,273,268,2
55,315,228,1
51,88,45,1
55,485,100,1
50,422,364,1
56,431,314,2
53,489,60,1
52,31,31,2
54,552,78,1
59,229,101,1
59,410,326,1
51,327,288,1
52,438,254,1
57,614,309,1
50,503,192,1
59,141,100,1
56,618,466,1
51,32,30,1
58,587,345,2
57,403,136,1
57,580,493,1
58,443,230,1
55,38,32,2
56,562,131,1
57,222,187,1
57,546,464,1
51,121,76,1
51,388,55,2
56,133,109,2
57,199,44,2
57,189,167,1
59,446,143,2
56,350,150,1
57,349,60,1
50,456,176,2
55,34,33,2
55,377,304,2
58,134,54,1
52,33,33,2
59,73,44,1
52,234,42,1
51,447,324,1
57,337,266,2
57,421,114,1
57,498,101,1
50,218,79,1
57,339,235,1
53,448,372,1
58,626,474,1
54,168,45,1
53,562,555,1
56,253,159,1
57,355,316,2
59,261,178,1
57,205,67,1
54,379,141,2
50,231,196,1
58,286,78,1
55,433,422,2
55,557,268,1
58,236,191,1
58,329,297,1
50,107,36,1
53,85,60,1
54,107,53,1
54,312,276,1
57,509,57,1
55,618,564,1
57,151,36,1
56,455,280,2
72,53,38,4
79,310,228,4
74,299,80,3
64,278,239,4
63,222,161,4
79,296,144,3
63,123,51,3
75,73,34,4
79,311,278,4
76,78,63,4
69,81,51,1
78,126,52,4
73,74,74,4
65,249,186,2
61,270,251,4
77,241,59,3
68,175,75,3
74,128,90,4
64,52,38,4
62,112,82,4
62,72,52,2
62,66,30,4
63,106,32,4
60,303,270,2
62,296,296,4
62,288,64,4
74,274,165,4
69,139,120,4
62,157,63,4
75,307,133,3
73,33,30,4
65,192,126,4
62,214,160,2
66,205,197,4
71,228,110,3
69,97,41,4
75,276,150,3
70,67,51,4
79,109,108,4
79,235,115,3
73,241,68,3
64,284,171,3
70,210,131,4
63,298,217,2
65,126,107,4
63,64,43,4
72,194,184,4
75,153,103,4
71,312,275,2
68,271,119,4
63,124,121,4
68,255,108,3
60,254,150,3
74,74,71,3
75,32,30,4
72,315,109,4
77,241,132,3
71,91,49,4
73,259,164,2
60,238,45,3
71,154,83,1
68,250,68,3
71,162,39,4
63,206,96,3
61,315,256,4
70,98,59,4
60,198,196,4
63,65,44,4
65,120,74,4
63,83,33,4
76,239,195,4
79,219,53,3
74,169,123,4
77,133,114,4
78,279,95,4
78,231,42,3
70,197,186,4
62,79,76,3
78,143,97,4
62,245,82,4
65,159,143,4
65,277,218,4
64,289,185,4
60,194,32,3
75,301,183,3
74,113,81,2
60,252,164,4
77,182,148,4
78,274,228,4
67,138,64,4
78,164,104,4
73,70,42,4
69,152,67,4
69,195,177,4
71,279,55,4
75,316,177,3
76,241,179,4
66,145,31,3
67,216,76,4
68,138,48,4
66,230,172,3
75,156,145,4
61,73,53,2
78,304,175,3
69,241,228,4
62,92,36,4
68,32,31,3
78,286,203,4
69,174,148,4
68,168,142,2
62,176,84,4
63,199,111,4
70,240,121,3
66,116,96,4
72,87,61,4
74,58,33,4
