32,412,2
38,557,2
33,123,1
38,56,1
33,39,1
32,412,1
31,72,1
31,62,1
39,101,1
38,347,2
34,188,2
32,557,2
37,392,2
39,6,1
33,341,1
34,477,2
33,263,1
35,522,2
32,36,1
39,104,1
35,333,1
33,335,2
32,136,1
37,24,1
34,323,2
34,609,2
32,99,1
36,504,2
34,13,1
32,555,2
33,30,1
37,245,1
39,145,1
38,47,1
39,404,2
35,330,2
32,454,4
35,622,2
38,36,1
35,7,1
36,302,2
38,479,4
32,580,2
32,318,2
37,176,1
39,9,1
37,382,2
38,46,1
31,505,2
32,617,2
36,156,1
31,367,4
36,73,3
35,509,2
35,179,1
39,0,1
30,36,1
32,25,2
33,508,2
30,446,2
38,111,1
31,195,2
34,233,3
38,615,2
32,618,2
35,128,4
34,141,3
34,162,1
30,339,1
38,489,1
31,345,2
35,215,1
32,482,2
38,108,1
31,178,1
35,538,2
30,65,1
30,98,1
36,406,2
35,283,2
39,342,2
39,487,2
39,512,2
30,609,2
30,363,1
39,540,2
31,271,1
49,178,3
40,424,4
42,135,3
48,210,3
40,393,4
48,155,3
45,273,4
41,52,3
48,245,3
48,278,3
41,370,3
46,386,4
42,588,4
48,192,3
49,373,3
41,586,4
47,322,3
42,239,4
40,259,3
45,385,4
40,572,3
47,103,3
48,592,4
49,239,3
46,416,4
42,2,3
42,351,4
45,91,3
43,676,4
40,180,3
47,226,3
41,341,4
46,538,3
46,291,3
44,402,4
47,457,4
47,466,3
45,575,4
46,270,3
47,232,3
48,524,4
43,7,3
41,624,4
47,660,3
49,407,3
41,313,3
45,6,3
46,458,4
42,391,4
47,317,4
44,167,3
47,627,4
43,609,4
49,265,4
40,658,4
43,77,3
45,227,3
44,127,3
45,134,3
45,569,4
41,53,3
45,560,3
40,0,3
49,352,4
47,315,4
41,639,4
49,686,4
41,307,4
48,397,3
40,386,4
42,186,3
46,351,3
48,351,3
45,214,3
40,409,4
46,346,3
45,338,4
48,442,4
48,94,3
43,366,4
49,5,3
40,17,3
47,460,4
47,224,3
47,588,4
48,376,4
42,384,4
46,43,3
48,448,4
44,444,4
48,134,3
41,366,4
40,86,4
49,636,4
49,187,3
43,207,3
40,659,3
40,155,3
45,434,4
44,245,4
45,674,4
48,681,3
43,466,4
41,691,4
43,462,4
44,268,3
42,475,4
41,168,4
49,251,3
43,538,4
42,40,3
46,67,3
44,152,4
41,52,3
42,325,4
44,382,3
44,368,4
41,606,4
44,564,4
45,28,4
40,409,4
46,64,3
42,364,4
44,448,4
46,155,3
49,346,4
45,427,4
47,507,4
42,587,3
46,507,3
40,386,4
40,111,3
42,130,3
44,26,3
45,169,3
41,15,3
45,534,4
40,458,4
47,72,3
46,263,4
44,475,4
48,236,3
44,56,4
49,332,4
48,332,4
47,220,3
43,614,4
49,702,4
49,264,3
41,430,3
45,296,4
46,148,3
46,71,3
45,425,4
40,354,4
40,460,4
44,495,3
49,41,4
48,42,3
45,24,3
45,478,4
42,20,4
45,429,4
47,619,3
43,256,3
41,588,4
43,180,3
48,556,4
47,531,4
40,158,3
42,79,3
41,486,4
49,79,3
45,205,3
41,378,4
48,17,4
44,27,3
43,225,3
48,279,3
40,475,4
49,406,3
45,78,4
44,141,3
42,156,3
40,477,4
46,273,3
42,586,4
41,129,3
41,449,4
49,395,4
44,182,4
41,604,4
48,295,4
41,392,4
43,698,3
47,428,4
44,524,4
45,260,4
44,27,4
41,572,4
42,32,4
43,364,4
43,553,3
40,469,4
45,426,4
42,84,4
47,223,4
46,96,3
47,445,3
44,234,3
47,638,4
47,546,4
46,369,4
46,440,4
49,368,4
41,369,4
43,137,3
48,375,4
44,692,4
40,5,3
42,154,3
52,462,4
54,586,4
57,282,4
54,611,3
58,51,4
52,620,4
50,652,3
51,59,3
59,478,3
52,582,4
50,509,4
54,487,4
53,195,3
56,519,3
56,500,4
54,632,4
58,337,4
58,265,3
53,639,4
57,337,4
50,448,3
53,138,4
51,98,4
57,124,4
53,606,4
58,86,3
52,493,4
54,87,3
50,634,3
54,69,4
57,40,3
55,565,3
54,301,4
51,51,3
56,232,3
51,396,3
55,388,4
50,512,4
54,279,4
56,142,3
50,136,3
53,401,4
59,87,3
56,375,4
57,368,4
53,628,3
50,63,3
58,127,3
55,134,4
52,178,4
50,214,3
52,587,4
53,260,3
54,114,3
52,343,3
57,40,3
57,483,4
57,172,3
57,278,4
55,182,3
53,615,3
51,29,3
53,297,4
54,570,3
51,273,4
56,125,3
56,404,4
56,429,3
55,586,4
53,47,3
56,132,3
57,322,4
53,558,4
53,261,3
58,385,4
55,542,3
53,44,3
59,43,3
52,598,3
58,652,4
52,392,4
57,508,4
58,429,4
53,153,4
57,235,3
58,583,4
51,201,3
52,264,3
52,175,3
52,435,4
51,555,4
51,548,4
58,4,4
59,479,3
56,128,4
51,23,3
59,494,4
55,495,4
56,179,3
53,102,4
51,476,4
53,157,3
52,211,3
52,474,4
53,239,4
53,474,3
59,199,3
59,320,3
57,46,3
55,35,4
55,509,3
57,400,4
57,500,3
58,174,3
57,61,3
59,453,4
58,530,4
54,99,3
56,440,3
59,123,4
55,467,4
51,178,3
58,308,4
59,122,4
53,375,3
56,253,4
59,93,4
60,287,5
61,298,5
70,318,5
79,248,5
75,377,3
64,343,3
70,265,5
69,123,5
62,275,3
67,349,5
72,22,5
61,15,5
70,214,3
75,289,5
75,70,5
65,286,3
77,346,5
74,377,3
62,300,4
63,200,5
61,187,5
61,354,5
71,113,3
66,334,5
63,303,5
72,183,5
68,352,3
73,105,5
67,23,5
69,304,3
77,280,5
64,94,5
69,364,5
75,126,4
69,136,5
69,14,5
73,140,5
69,56,5
64,230,5
74,73,5
60,263,5
70,291,5
72,87,4
64,257,5
60,89,5
66,278,5
71,171,4
78,115,5
73,40,5
68,258,5
69,203,5
74,204,5
75,139,5
66,16,3
63,101,3
75,357,5
62,265,5
