32,298,2
35,483,4
39,467,2
39,561,2
35,444,2
30,245,1
39,242,1
37,2,1
30,585,2
30,428,2
38,363,3
34,184,3
30,247,1
30,578,2
38,339,2
30,158,1
39,59,3
33,305,4
33,562,2
34,497,2
35,81,1
38,221,1
36,576,2
34,426,2
36,489,2
35,539,2
34,497,2
33,468,2
30,85,1
34,391,2
30,443,2
35,94,1
35,146,1
35,38,1
36,42,1
32,282,2
39,501,2
32,307,2
36,84,1
32,593,2
30,342,2
30,350,2
32,137,1
38,344,2
39,529,2
31,284,2
31,216,1
37,507,2
37,20,1
33,473,2
39,382,2
30,356,2
37,580,2
37,84,1
35,232,1
34,107,1
35,440,2
31,383,2
39,69,2
32,47,3
36,470,2
34,175,1
32,494,2
39,540,2
35,527,2
34,209,1
35,344,1
35,206,3
38,237,1
34,240,1
37,594,2
37,62,1
33,79,1
33,275,1
37,324,2
31,391,2
33,65,1
34,161,2
37,161,1
38,392,1
36,514,2
30,29,1
36,59,1
32,279,2
39,467,2
36,507,2
35,507,2
32,522,2
37,184,1
47,353,4
45,290,4
46,334,4
47,482,4
45,174,3
48,668,4
44,44,3
49,59,3
44,466,4
45,572,4
40,603,4
40,578,4
45,57,3
45,225,3
42,537,4
45,315,4
46,612,4
47,157,3
49,473,4
40,7,3
41,146,4
42,338,4
47,479,3
48,613,4
44,528,4
43,142,3
44,615,4
42,465,4
44,231,4
45,422,3
42,352,4
49,646,4
42,309,4
49,377,3
40,74,3
45,4,3
43,187,4
41,673,4
48,542,4
49,433,4
48,105,3
43,498,3
49,360,3
44,587,4
49,110,3
42,399,3
40,491,3
46,364,4
48,234,3
44,274,3
46,408,4
48,13,3
48,603,4
43,471,4
49,669,3
43,540,4
47,52,3
49,70,4
42,587,4
42,48,3
48,184,3
40,307,4
43,314,4
48,184,3
45,265,3
41,475,4
47,577,3
41,417,4
44,367,4
40,251,4
43,136,4
47,353,3
49,287,3
41,674,3
40,514,4
47,149,3
42,326,3
43,634,4
49,76,3
44,652,4
45,665,4
45,192,3
44,264,3
49,375,4
40,594,4
42,102,3
49,548,4
41,508,3
46,412,4
47,657,4
40,626,4
47,304,3
46,474,4
45,119,4
49,292,4
43,42,3
45,61,3
42,27,3
41,438,3
44,590,4
48,361,4
43,524,3
43,308,4
40,25,3
48,446,3
42,467,3
42,625,4
43,63,3
40,602,4
48,604,4
45,328,4
45,562,4
40,204,4
40,552,4
44,570,3
40,478,4
44,250,3
48,206,3
41,88,3
42,511,4
40,128,3
46,441,4
47,103,3
49,492,4
41,102,4
49,73,3
46,483,4
44,133,3
48,556,3
44,238,3
48,20,3
46,374,4
47,145,3
49,237,3
45,139,3
41,613,4
46,317,4
40,288,4
46,589,4
40,97,4
49,457,3
44,335,4
49,609,4
45,565,3
49,264,4
46,294,3
42,90,3
41,25,3
47,57,3
48,681,4
47,240,3
44,203,3
44,182,4
48,341,4
42,106,4
48,254,3
45,507,4
46,25,4
49,97,3
40,42,3
49,255,3
43,564,3
48,641,4
42,22,3
43,17,3
48,540,4
40,436,4
48,260,3
49,0,3
49,213,3
49,670,4
48,418,4
45,486,4
46,193,4
49,628,4
49,16,3
43,494,4
45,120,3
46,44,3
49,404,4
46,157,3
42,496,4
42,300,4
44,263,3
48,475,4
44,241,4
41,61,3
40,217,3
42,23,3
40,152,3
54,56,3
53,607,4
50,562,3
51,410,4
52,489,4
52,165,3
54,417,3
53,364,3
50,533,4
54,383,4
51,284,4
58,531,3
59,125,3
53,353,4
58,484,4
53,429,4
51,605,4
51,335,4
51,421,4
56,366,4
56,7,3
52,47,4
57,230,4
59,466,4
50,339,4
58,131,3
50,287,3
52,98,4
50,30,3
57,360,4
52,210,3
58,580,3
58,236,3
54,70,3
50,435,4
57,231,4
55,188,4
58,414,4
52,285,3
52,286,4
59,660,3
51,41,3
55,316,3
54,28,3
54,475,3
58,493,4
52,55,3
58,88,4
54,423,4
54,596,3
53,148,3
54,99,3
50,404,4
55,388,3
56,257,3
55,602,4
59,36,3
52,255,3
52,612,3
53,76,3
50,166,4
52,125,3
54,547,3
50,20,3
55,214,3
57,648,4
52,616,4
59,448,4
56,629,4
58,122,3
51,365,3
56,418,4
58,464,3
53,594,4
54,39,3
59,485,3
59,385,4
50,378,4
57,97,3
56,107,4
52,410,4
51,599,4
50,315,4
58,553,3
51,141,3
52,219,3
54,633,3
51,413,4
54,190,3
56,213,4
59,273,4
51,64,3
51,458,4
51,415,3
56,410,4
55,517,4
55,141,3
55,89,4
52,102,3
59,264,3
54,360,4
56,384,4
51,374,4
58,355,4
59,666,3
50,493,3
52,244,3
53,651,4
52,137,3
53,338,4
58,599,3
56,58,4
51,375,4
58,29,3
54,238,3
53,442,4
58,644,4
58,301,3
58,132,3
57,206,4
55,343,3
50,107,4
53,659,3
51,277,4
53,542,3
50,163,3
54,133,3
52,69,3
59,268,3
51,10,3
55,204,3
57,31,4
54,108,3
56,177,3
53,271,4
52,223,3
52,297,4
56,38,3
58,457,3
51,647,4
59,619,3
56,33,3
58,446,3
50,386,4
56,341,4
53,193,4
56,89,3
56,77,3
54,476,4
55,619,4
54,8,3
56,155,3
50,26,4
50,659,4
52,100,4
56,295,4
56,320,4
53,428,4
53,62,3
54,446,4
57,279,4
59,627,4
59,179,3
54,18,3
51,190,3
58,604,4
58,368,4
53,351,4
59,172,3
53,38,3
53,273,3
57,289,3
53,416,4
55,360,4
50,445,4
53,166,3
53,546,4
51,670,4
55,559,3
56,24,4
57,374,4
54,600,4
53,304,4
51,406,4
54,438,4
52,526,3
58,469,4
53,399,3
59,415,4
52,489,4
58,567,4
58,491,4
50,181,3
78,184,5
79,213,5
61,315,5
76,230,5
75,52,5
67,266,4
77,329,5
75,170,5
67,229,5
63,45,5
78,208,4
62,106,5
70,277,5
68,270,5
73,191,5
73,142,5
69,142,3
64,245,5
77,14,5
71,43,5
75,151,4
64,231,5
67,213,4
62,145,4
75,274,5
62,123,5
77,146,5
79,318,5
71,49,5
67,308,5
60,21,4
64,157,5
78,170,5
74,156,5
67,285,5
66,44,5
77,299,5
70,44,5
65,54,5
75,168,5
63,91,5
65,248,3
71,238,5
67,273,5
75,44,4
76,181,5
74,53,5
66,289,5
75,332,5
65,324,4
76,211,5
69,40,5
63,265,5
75,31,5
63,28,5
72,172,3
71,26,5
66,94,5
70,186,4
76,237,5
76,226,3
67,341,3
63,87,3
65,227,5
72,199,5
68,100,4
77,212,5
71,156,4
63,217,5
79,127,5
79,176,5
73,166,5
77,200,5
64,304,5
77,38,5
74,182,3
79,335,5
69,207,5
77,325,3
78,18,5
78,280,3
62,305,3
69,109,5
75,0,4
74,268,5
77,138,5
76,293,5
68,97,5
73,11,5
74,23,4
79,178,5
78,198,5
63,25,3
75,79,3
61,78,5
70,327,4
74,185,5
62,173,5
77,255,5
67,87,4
74,322,5
79,65,4
66,272,5
69,174,5
75,256,3
76,189,4
75,81,5
73,218,4
64,6,5
74,9,4
65,142,3
74,76,5
62,251,5
75,345,5
62,238,5
63,309,5
